id_user,id_res,X,userId,resId
gialinh_damngoc7a,181615,0.84,12497,1853
whitecat_nho1990,181615,0.85,31708,1853
foodee_bq5kb08a,278042,0.95,9088,4249
nchip.hihe,278042,0.97,20543,4249
MaiNhi1985,159086,0.75,1367,1348
hienthaongoc,170482,0.4,13563,1607
whitecat_nho1990,170482,0.79,31708,1607
foodee_fvwgmejt,651028,0.76,9845,6213
luongmanh,651028,0.87,18481,6213
phunguyen9889,768183,0.83,24375,9228
foodee_zcf1l8qw,299214,0.44,12133,4779
foodee_otstx7ir,299214,0.53,10885,4779
foodee_t3hccvv7,299214,0.92,11390,4779
lidu142,299214,0.66,17638,4779
dpkhuyen.31122000,299214,0.54,6400,4779
phunguyen9889,88655,0.78,24375,10371
phunguyen9889,207326,0.77,24375,2421
lov3.kun.96,299214,0.88,18246,4779
phunguyen9889,299214,0.65,24375,4779
ocxjnh_kute9x,299214,0.67,23398,4779
banhbeo206,299214,0.35,3355,4779
ngab1307478,299214,0.62,20634,4779
letung149,88655,0.79,17560,10371
th4nhphuc,207326,0.74,26862,2421
spl5343,207326,0.85,26338,2421
tranvuongha_0909,207326,0.88,29691,2421
nguyenha667,299214,0.76,21591,4779
bin_ham4ever,299214,0.64,3849,4779
foodee_f2bd1981,299214,0.6,9697,4779
maivitpau1506,299214,0.78,18919,4779
ngoctrung152008,182754,0.41,21222,1872
phunguyen9889,238057,0.64,24375,3240
meocuahung,238057,0.5,19160,3240
hongthamdoanle,238057,0.59,14554,3240
hoalua107,238057,0.43,13937,3240
bichphuong_cao,238057,0.82,3773,3240
SongTu.Marketer,767686,0.84,1901,9221
foodee_t3hccvv7,767686,0.91,11390,9221
dpkhuyen.31122000,767686,0.77,6400,9221
phunguyen9889,767686,0.79,24375,9221
phunguyen9889,768498,0.83,24375,9244
phunguyen9889,768498,0.69,24375,9244
ldbk45,738063,0.96,17091,8611
foodee18,738063,0.3,7075,8611
foodee_ac3deafb,738063,0.99,8847,8611
haitienhoanghoa,738063,0.91,12928,8611
haitien88,738063,0.95,12927,8611
phunguyen9889,738063,0.79,24375,8611
htthanhhoa01,738063,0.87,14698,8611
vietnguyen.hvnh,738063,0.92,31012,8611
htthanhhoa02,738063,0.97,14699,8611
ldbk45,738063,0.95,17091,8611
hienpt262,738063,0.96,13558,8611
thuydungle2288,738063,0.96,28265,8611
haitien88,738063,0.98,12927,8611
ft.yanbi,1014701,0.8,12332,139
vanderson260698,1014701,0.83,30785,139
vtg91229,161979,0.78,31377,1381
dpkhuyen.31122000,161979,0.79,6400,1381
phunguyen9889,161979,0.59,24375,1381
NguyenGiang210598,161979,0.61,1579,1381
nga3007,161979,0.77,20631,1381
foodee_ac6d402d,161979,0.31,8848,1381
NguyenGiang210598,161979,0.59,1579,1381
phunguyen9889,161979,0.79,24375,1381
banhbeo206,161979,0.61,3355,1381
tuanduyen,161979,0.91,30268,1381
huylq202,161979,0.86,15112,1381
balaziu3,161979,0.98,3323,1381
minhducle3110,161979,0.98,19451,1381
maivitpau1506,161979,0.89,18919,1381
tulinh.1294,161979,0.64,30352,1381
0987424878,161979,0.73,356,1381
hngmai1240,161979,0.86,13738,1381
hcnavsuju,161979,0.72,13344,1381
nga.ngo0307,161979,0.67,20625,1381
dinhbattu91166,161979,0.8,6070,1381
phunguyen9889,289760,0.76,24375,4528
nguyenthanhmai0605,289760,0.92,21944,4528
lidu142,289760,0.76,17638,4528
maivitpau1506,289760,0.8,18919,4528
phunguyen9889,656018,0.71,24375,6373
lidu142,656018,0.68,17638,6373
linhlinh0808,758044,0.83,17849,9023
Huong3436,755852,0.86,1044,8985
vtg91229,755852,0.88,31377,8985
phunguyen9889,755852,0.85,24375,8985
phunguyen9889,154782,0.72,24375,1251
le.tien.7509,154782,0.8,17107,1251
phunguyen9889,772350,0.8,24375,9344
lethuylinh95,278446,0.8,17531,4253
foodee_f2bd1981,278446,0.51,9697,4253
jeremytran97,259311,0.82,15606,3764
ngalinhle,761663,0.72,20649,9094
foodee_69dad706,111161,0.44,8142,488
lov3.kun.96,111161,0.9,18246,488
tuanduyen,111161,0.8,30268,488
linhlethithuy,111161,0.71,17843,488
maivitpau1506,111161,0.89,18919,488
meo.ngoc_kute,111161,0.61,19133,488
le.tien.7509,111161,0.79,17107,488
phunguyen9889,707503,0.67,24375,7721
phunguyen9889,707503,0.73,24375,7721
Lominn,707503,0.78,1326,7721
lov3.kun.96,791840,0.75,18246,9729
phunguyen9889,75307,0.75,24375,8929
nguyenvansnv89,719474,0.64,22152,8082
phunguyen9889,719474,0.75,24375,8082
sonlolo,719474,0.96,26291,8082
lethuylinh95,719474,0.72,17531,8082
phunguyen9889,771067,0.73,24375,9318
nguyenvansnv89,314698,0.68,22152,4950
phunguyen9889,314698,0.78,24375,4950
trangmochiii,314698,0.93,29320,4950
robert.gioiosa,314698,0.89,25629,4950
huongnguyen.nh91,314698,0.26,14889,4950
mai.tran0103,314698,0.85,18726,4950
NguyenGiang210598,74389,0.63,1579,8736
phunguyen9889,769114,0.83,24375,9261
foodee_7zcojblp,650476,0.85,8421,6200
phunguyen9889,650476,0.79,24375,6200
NguyenGiang210598,650476,0.5,1579,6200
Lominn,650476,0.9,1326,6200
phunguyen9889,790218,0.69,24375,9692
lov3.kun.96,790218,0.62,18246,9692
phunguyen9889,786346,0.72,24375,9632
thugiang61,756218,0.65,27979,8995
phunguyen9889,756218,0.73,24375,8995
luynbi,756218,0.66,18562,8995
NguyenGiang210598,756218,0.49,1579,8995
phunguyen9889,756218,0.81,24375,8995
guitare_buon,232562,0.86,12722,3096
quynhtrang0912,15360,0.22,25460,1231
hang76tvhn,15360,0.12,13040,1231
DoQuangKhai,15360,0.35,773,1231
linhle7193,15360,0.29,17841,1231
perfect_love_1989,15360,0.35,23684,1231
jeremytran97,15360,0.65,15606,1231
dinhlethi.iec,15360,0.74,6083,1231
longpx64,15360,0.54,18216,1231
letung149,15360,0.76,17560,1231
maggiesuzzan,15360,0.72,18711,1231
huongntkidsmart,15360,0.43,14898,1231
nguoithichkhampha,15360,0.7,21406,1231
phunguyen9889,795800,0.69,24375,9778
anhtuanth,794278,0.99,2954,9766
lidu142,772168,0.59,17638,9337
dpkhuyen.31122000,772168,0.64,6400,9337
phunguyen9889,772168,0.84,24375,9337
phunguyen9889,782516,0.83,24375,9562
lov3.kun.96,782516,0.74,18246,9562
phunguyen9889,751416,0.76,24375,8889
lov3.kun.96,751141,0.74,18246,8885
phunguyen9889,726661,0.68,24375,8324
muom0611,259271,0.68,20120,3761
ngocdao208,259271,0.74,21010,3761
hieuct2012,259271,0.25,13601,3761
jeremytran97,259271,0.69,15606,3761
hi.thi25,259271,0.78,13507,3761
nngocminh777,272127,0.64,23069,4095
phunguyen9889,272127,0.75,24375,4095
foodee_7bfd36b6,272127,0.74,8346,4095
vitem94,272127,0.59,31141,4095
Tranghihe,272127,0.61,2146,4095
hienmam,272127,0.82,13544,4095
tulinh.1294,272127,0.77,30352,4095
ngovuongtien93,272127,0.25,21341,4095
trinhhoa2036,272127,0.71,29795,4095
foodee_t3hccvv7,680489,0.98,11390,7077
phunguyen9889,680489,0.74,24375,7077
NguyenGiang210598,680489,0.59,1579,7077
kieuanhnguyen7037,680489,0.92,16365,7077
phunguyen9889,680489,0.76,24375,7077
Lominn,680489,0.69,1326,7077
tuanbom86,737268,0.61,30263,8580
phunguyen9889,704193,0.78,24375,7637
tuanbom86,704193,0.92,30263,7637
everlast,241343,0.74,6974,3339
sumission,241343,0.63,26436,3339
Lominn,693245,0.5,1326,7365
nguyenanhnha1408,652495,0.82,21473,6243
hahieu1808,652495,0.11,12840,6243
nngocminh777,652495,0.41,23069,6243
phunguyen9889,652495,0.75,24375,6243
AliDreNov,652495,0.72,473,6243
Ngayanhtrove1110,652495,0.09,1532,6243
lidu142,652495,0.73,17638,6243
namxg2k4,652495,0.73,20460,6243
Lominn,652495,0.91,1326,6243
phunguyen9889,768937,0.82,24375,9251
Lominn,656554,0.93,1326,6403
phunguyen9889,287830,0.83,24375,4493
maivitpau1506,287830,0.83,18919,4493
phunguyen9889,787485,0.77,24375,9646
phunguyen9889,34799,0.68,24375,5122
tothihongthom,935456,0.98,28972,10792
lenguyet_20032002,935456,0.83,17395,10792
lidu142,695080,0.78,17638,7408
phunguyen9889,161977,0.75,24375,1380
tam12,161977,0.79,26650,1380
windyelnino,161977,0.69,31735,1380
maivitpau1506,161977,0.86,18919,1380
hngmai1240,161977,0.88,13738,1380
meo.ngoc_kute,161977,0.7,19133,1380
le.tien.7509,161977,0.72,17107,1380
Lanchi16196,161977,0.74,1252,1380
vtg91229,763860,0.82,31377,9155
phamminhsang90,161977,0.84,23838,1380
phunguyen9889,763860,0.78,24375,9155
phunguyen9889,209290,0.69,24375,2473
nguyen.thao.zjf03,209290,0.48,21439,2473
lov3.kun.96,782938,0.77,18246,9569
phunguyen9889,782938,0.78,24375,9569
phunguyen9889,300273,0.75,24375,4808
mai.tran0103,300273,0.84,18726,4808
mai.tran0103,300273,0.85,18726,4808
son.hoang,300273,0.78,26237,4808
phunguyen9889,751550,0.73,24375,8893
lov3.kun.96,751550,0.52,18246,8893
phunguyen9889,751550,0.73,24375,8893
ngalinhle,751550,0.85,20649,8893
nguyenmyduyen17998,735804,0.71,21787,8540
nguyenmyduyen17998,735804,0.74,21787,8540
phunguyen9889,649755,0.76,24375,6176
trangmochiii,674972,0.66,29320,6950
asa_ceylon,35632,0.54,3149,5143
chubexinh,35632,0.21,4998,5143
dpkhuyen.31122000,35632,0.59,6400,5143
Librayeudoi,35632,0.22,1284,5143
bilath,35632,0.47,3827,5143
chowchowfat,35632,0.76,4974,5143
Lominn,35632,0.86,1326,5143
maivitpau1506,35632,0.86,18919,5143
hoalua107,35632,0.62,13937,5143
hathutt88,35632,0.79,13275,5143
maggiesuzzan,35632,0.69,18711,5143
phunguyen9889,741538,0.74,24375,8688
nguyenbinhcandss,741538,0.85,21499,8688
foodee_9733b32c,741538,0.86,8656,8688
foodee_8afd4751,741538,0.91,8495,8688
phunguyen9889,741538,0.79,24375,8688
phunguyen9889,653704,0.75,24375,6276
phunguyen9889,662266,0.78,24375,6579
phunguyen9889,264446,0.75,24375,3893
foodee_7bfd36b6,264446,0.35,8346,3893
maivitpau1506,264446,0.85,18919,3893
bichngoc915,264446,0.36,3761,3893
lov3.kun.96,794974,0.6,18246,9772
phunguyen9889,794974,0.72,24375,9772
maivitpau1506,293987,0.81,18919,4661
phunguyen9889,664062,0.73,24375,6645
haianh123123,664062,0.24,12859,6645
vtg91229,652537,0.85,31377,6247
lov3.kun.96,652537,0.83,18246,6247
phunguyen9889,652537,0.78,24375,6247
nkokcodon158,652537,0.15,23023,6247
phunguyen9889,652537,0.77,24375,6247
nguync0717,652537,0.27,22222,6247
ltun6381,652537,0.86,18379,6247
Lominn,652537,0.95,1326,6247
phunguyen9889,759695,0.67,24375,9053
phunguyen9889,759695,0.78,24375,9053
phunguyen9889,736806,0.62,24375,8561
nguyenmyduyen17998,754788,0.73,21787,8967
duyen08052001,754788,0.96,6732,8967
foodee_xtf1y28z,754788,0.89,11963,8967
foodee_pa2ymrmv,754788,0.78,10934,8967
phunguyen9889,656625,0.96,24375,6404
NguyenNgoc1907,656625,0.13,1585,6404
camphuong4791,656625,0.18,4422,6404
lidu142,656625,0.63,17638,6404
nguynanh9305,656625,0.88,22217,6404
phunguyen9889,666907,0.78,24375,6757
phunguyen9889,129306,0.78,24375,743
vuvuongcong32k08,129306,0.9,31579,743
vuthihuongdongve,129306,0.81,31535,743
oanhoanh81,265065,0.66,23376,3908
lov3.kun.96,787142,0.78,18246,9642
lethuylinh95,701536,0.8,17531,7567
foodee_djj7lur4,715922,0.83,9438,7957
lethuylinh95,715922,0.81,17531,7957
phunguyen9889,299191,0.72,24375,4778
Lominn,299191,0.79,1326,4778
maivitpau1506,299191,0.88,18919,4778
phunguyen9889,754856,0.79,24375,8969
lov3.kun.96,751421,0.79,18246,8890
ngalinhle,751421,0.62,20649,8890
lov3.kun.96,772177,0.82,18246,9339
phunguyen9889,772177,0.82,24375,9339
phunguyen9889,763602,0.75,24375,9139
phunguyen9889,689295,0.51,24375,7279
lethuylinh95,689295,0.79,17531,7279
mai25072000,800482,0.37,18740,9834
phunguyen9889,800482,0.73,24375,9834
phunguyen9889,699341,0.74,24375,7506
Lominn,699341,0.71,1326,7506
lethuylinh95,699341,0.78,17531,7506
phunguyen9889,746204,0.76,24375,8786
lov3.kun.96,746204,0.87,18246,8786
phunguyen9889,746204,0.77,24375,8786
nguyenthanhmai0605,746204,0.62,21944,8786
hagaby0310,746204,0.84,12826,8786
lethuylinh95,746204,0.83,17531,8786
phunguyen9889,746204,0.66,24375,8786
phunguyen9889,162679,0.76,24375,1396
bimbim205,162679,0.79,3838,1396
maivitpau1506,162679,0.78,18919,1396
meo.ngoc_kute,162679,0.67,19133,1396
lost_in_love_8x,162679,0.68,18233,1396
scorpincent96,162679,0.61,25945,1396
hoang.giang.6112,162679,0.65,13958,1396
ngoctrung152008,162679,0.66,21222,1396
le.tien.7509,162679,0.72,17107,1396
dinhbattu91166,162679,0.91,6070,1396
dinhbattu91166,162679,0.85,6070,1396
le.tien.7509,162679,0.72,17107,1396
hcnavsuju,162679,0.62,13344,1396
longpx64,162679,0.45,18216,1396
thutrang187_91,162679,0.76,28176,1396
kydswyt,162679,0.79,16787,1396
NguyenGiang210598,720859,0.69,1579,8143
thugiang61,720859,0.71,27979,8143
lov3.kun.96,720859,0.88,18246,8143
lethuylinh95,720859,0.76,17531,8143
foodee_aaqy9r7d,112853,0.08,8840,517
vtg91229,112853,0.71,31377,517
satobbq,112853,0.76,25920,517
phunguyen9889,112853,0.74,24375,517
tieutom123,112853,0.79,28646,517
khnhhuy6905,112853,0.92,16219,517
trangmochiii,112853,0.72,29320,517
hiy0u_cub0m_0nline,112853,0.07,13683,517
skrillynguyen,112853,0.33,26149,517
maiyeunguoi_toiyeu_dadixa,112853,0.08,18931,517
thihv60,112853,0.87,27733,517
thoitrangvivi,112853,0.62,27853,517
nguyenlehongvan.th,112853,0.38,21730,517
duyen_anthaison2000,112853,0.83,6737,517
lethuylinh95,691060,0.79,17531,7317
phunguyen9889,688185,0.74,24375,7252
tuyendung.vinacarecompany,688185,0.96,30488,7252
lidu142,688185,0.69,17638,7252
phunguyen9889,656627,0.87,24375,6405
phamtrung.nuce,656627,0.67,23937,6405
nhunghongvu,656627,0.94,22869,6405
phunguyen9889,759182,0.75,24375,9045
dongminhthuy,759182,0.86,6329,9045
phunguyen9889,664345,0.72,24375,6665
linhlethithuy,664345,0.78,17843,6665
phunguyen9889,715521,0.78,24375,7945
lov3.kun.96,715521,0.85,18246,7945
phunguyen9889,715521,0.78,24375,7945
shinichikudo_cf,715521,0.99,26038,7945
tiuthhnguyn,715521,0.96,28762,7945
Hiep070991,715521,0.91,967,7945
ithattieu,715521,0.98,15452,7945
nguyenhuudinh1234,715521,0.64,21681,7945
xuanth1991,715521,0.62,31908,7945
hongcuc931996,715521,0.95,14435,7945
khachuongvn,715521,0.98,16034,7945
phunguyen9889,771576,0.8,24375,9325
nhoc_crazy1096,774769,0.97,22672,9409
phunguyen9889,774769,0.76,24375,9409
phunguyen9889,693416,0.76,24375,7370
Ranable,693416,0.85,1834,7370
tranducson,693416,0.82,29201,7370
lethuylinh95,693416,0.81,17531,7370
phunguyen9889,737263,0.75,24375,8579
kamikazets,737263,0.25,15827,8579
yorinmezuna2k5,737263,0.46,32165,8579
NguyenGiang210598,287694,0.59,1579,4487
linho811,287694,0.81,17904,4487
maivitpau1506,287694,0.73,18919,4487
Lominn,299163,0.78,1326,4774
maivitpau1506,299163,0.83,18919,4774
dpkhuyen.31122000,761285,0.85,6400,9084
lov3.kun.96,761285,0.8,18246,9084
phunguyen9889,761285,0.85,24375,9084
ngalinhle,761386,0.8,20649,9089
lov3.kun.96,688358,0.75,18246,7255
phunguyen9889,688358,0.77,24375,7255
lethuylinh95,688358,0.76,17531,7255
phunguyen9889,76807,0.77,24375,9226
lytrvan,76807,0.41,18671,9226
phunguyen9889,745559,0.71,24375,8776
phunguyen9889,756220,0.79,24375,8996
nngocminh777,770065,0.49,23069,9283
lov3.kun.96,770065,0.77,18246,9283
phunguyen9889,770065,0.77,24375,9283
longpx64,35117,0.61,18216,5132
jangpham,759697,0.42,15540,9054
lov3.kun.96,759697,0.8,18246,9054
phunguyen9889,759697,0.77,24375,9054
phunguyen9889,759697,0.81,24375,9054
leminhhue1008,176413,0.91,17344,1729
01643262833,176413,0.8,66,1729
nhoc_crazy1096,799008,0.42,22672,9809
handballvn,15254,0.29,13024,1199
phunguyen9889,762254,0.7,24375,9101
duyen08052001,654838,0.99,6732,6327
phunguyen9889,654838,0.79,24375,6327
yoseopchu,654838,0.83,32166,6327
tramy1111,654838,0.53,29108,6327
huonglehn99,654838,0.77,14876,6327
phamhuyen175,654838,0.32,23805,6327
gomchaolovelycute,654838,0.21,12688,6327
mrkien,654838,0.93,20012,6327
oanhdo61,654838,0.77,23364,6327
foodee_3bo6h32t,151871,0.18,7657,1180
hoasenngoc,15323,0.76,14312,1223
dpkhuyen.31122000,151871,0.65,6400,1180
phunguyen9889,151871,0.75,24375,1180
jenniferpham806,151871,0.16,15582,1180
trinhhoa2036,151871,0.54,29795,1180
0987424878,151871,0.34,356,1180
darkknight_hotgirl_baby_bachhop,151871,0.19,5799,1180
hoasenngoc,15323,0.79,14312,1223
thuy.duong22.pdp,15323,0.82,28208,1223
anhvu.phuong,15323,0.59,2968,1223
linhbi69,151871,0.37,17749,1180
halinh.tk,151871,0.34,12969,1180
qunhinsu,151871,0.43,25215,1180
phunguyen9889,738411,0.75,24375,8620
ngalinhle,738411,0.54,20649,8620
luyenpham260,15328,0.83,18559,1225
lov3.kun.96,793327,0.81,18246,9751
SongTu.Marketer,314243,0.72,1901,4942
phunguyen9889,314243,0.61,24375,4942
muom0611,292059,0.65,20120,4610
trinhanhtuan_93,292059,0.89,29783,4610
lov3.kun.96,786328,0.7,18246,9631
phunguyen9889,687627,0.71,24375,7243
phunguyen9889,288012,0.76,24375,4502
lehaminhnhat13,288012,0.82,17238,4502
duongduc19,288012,0.85,6620,4502
maivitpau1506,288012,0.91,18919,4502
Huong3436,658642,0.88,1044,6465
phunguyen9889,658642,0.72,24375,6465
doraemon.250301,658642,0.77,6364,6465
phunguyen9889,658642,0.7,24375,6465
NguyenGiang210598,658642,0.69,1579,6465
Lominn,658642,0.87,1326,6465
phunguyen9889,775117,0.72,24375,9425
lidu142,775117,0.71,17638,9425
baotrantn,659593,0.22,3492,6495
dpkhuyen.31122000,659593,0.81,6400,6495
lov3.kun.96,659593,0.89,18246,6495
phunguyen9889,659593,0.79,24375,6495
nga3007,659593,0.87,20631,6495
lethuylinh95,659593,0.85,17531,6495
lethuylinh95,659593,0.72,17531,6495
nguynththuhng4562,659593,0.87,22319,6495
kaylin411,659593,0.8,15884,6495
lethuylinh95,659593,0.93,17531,6495
ngocbichdo,659593,0.9,20999,6495
lenguyenlinh3112,659593,0.85,17390,6495
hieukio,659593,0.83,13607,6495
lidu142,659593,0.78,17638,6495
sonhoang7095,659593,0.85,26285,6495
jamese0109,659593,0.93,15522,6495
nganhapedau,659593,0.85,20683,6495
phunguyen9889,657172,0.77,24375,6425
dieubt.centralhotelquangninh,657172,0.87,6024,6425
Lominn,657172,0.92,1326,6425
phunguyen9889,726601,0.74,24375,8319
phunguyen9889,692246,0.78,24375,7348
lehanhtam,692246,0.72,17243,7348
ghetcontrainhagiau_kt,692246,0.94,12460,7348
Lominn,692246,0.78,1326,7348
lethuylinh95,692246,0.91,17531,7348
Tuyetlt92,692246,0.85,2227,7348
levanha1989,692246,0.78,17576,7348
NguyenGiang210598,755420,0.71,1579,8975
RubyNguyen90,755420,0.87,1850,8975
phunguyen9889,74384,0.72,24375,8733
Lominn,650468,0.84,1326,6199
foodee_ylpjpi21,65405,0.23,12041,6293
phunguyen9889,65405,0.65,24375,6293
lidu142,65405,0.51,17638,6293
monguyen1004,65405,0.31,19902,6293
mushmush811,65405,0.76,20129,6293
phunguyen9889,273692,0.76,24375,4143
goody6424,273692,0.64,12694,4143
tombe,273692,0.72,28899,4143
Lominn,273692,0.75,1326,4143
tombe,273692,0.91,28899,4143
trinhminhduc1289,273692,0.81,29809,4143
jenniferpham806,273692,0.57,15582,4143
tranhuyhssv,273692,0.9,29451,4143
phunguyen9889,314675,0.8,24375,4949
lanth.gmic,314675,0.91,17039,4949
Lominn,314675,0.73,1326,4949
mai.tran0103,314675,0.85,18726,4949
ngalinhle,761773,0.71,20649,9096
phunguyen9889,315800,0.77,24375,4989
minhlongnhathuoc,315800,0.91,19511,4989
design.ydt,315800,0.99,5907,4989
Lominn,315800,0.93,1326,4989
phunguyen9889,668004,0.78,24375,6787
lethithutrang_1602,668004,0.45,17510,6787
lqhai1121,668004,0.91,18323,6787
foodee_f2bd1981,668004,0.73,9697,6787
dongminhthuy,758208,0.87,6329,9028
lidu142,294774,0.82,17638,4679
phunguyen9889,294774,0.73,24375,4679
nguyenvanan1298,294774,0.84,22137,4679
maivitpau1506,294774,0.86,18919,4679
phunguyen9889,770081,0.73,24375,9286
phunguyen9889,770081,0.66,24375,9286
minhhang99dc,883241,0.69,19460,10322
NguyenGiang210598,650162,0.77,1579,6190
dpkhuyen.31122000,650162,0.8,6400,6190
nngocminh777,650162,0.61,23069,6190
phunguyen9889,650162,0.71,24375,6190
trangmochiii,650162,0.82,29320,6190
vitem94,650162,0.86,31141,6190
Lominn,650162,0.88,1326,6190
phunguyen9889,786821,0.84,24375,9639
lov3.kun.96,34695,0.77,18246,5121
phunguyen9889,34695,0.66,24375,5121
h-bo-o,663079,0.74,12735,6598
NguyenGiang210598,712895,0.62,1579,7867
Lominn,712895,0.74,1326,7867
lethuylinh95,712895,0.72,17531,7867
jammydang,890474,0.93,15526,10411
foodee_gav7dbcn,792094,0.71,9890,9734
phunguyen9889,737604,0.78,24375,8597
phamhuuloc,737604,0.96,23803,8597
lethuylinh95,737604,0.8,17531,8597
le.tien.7509,737604,0.78,17107,8597
foodee_sz4cvzkv,863750,0.62,11376,10111
phunguyen9889,782885,0.76,24375,9568
leminhhanh.th0712,778387,0.89,17343,9485
phunguyen9889,778387,0.79,24375,9485
maivitpau1506,287024,0.82,18919,4480
phunguyen9889,754517,0.78,24375,8961
phunguyen9889,754517,0.83,24375,8961
phunguyen9889,786784,0.77,24375,9638
lethuylinh95,697092,0.77,17531,7444
lethuylinh95,714011,0.75,17531,7903
Huong3436,781594,0.85,1044,9549
phunguyen9889,781594,0.81,24375,9549
phunguyen9889,674367,0.76,24375,6930
phunguyen9889,738413,0.75,24375,8621
foodee_sa4t9jaw,738413,0.88,11298,8621
janle1911998,159734,0.75,15542,1358
rcasi_angel,159734,0.89,25545,1358
foodee_t3hccvv7,159734,0.89,11390,1358
phunguyen9889,159734,0.67,24375,1358
mai.tran0103,159734,0.85,18726,1358
tramydinh,159734,0.85,29110,1358
maivitpau1506,34927,0.8,18919,5127
phunguyen9889,669891,0.78,24375,6835
ladantrung,669891,0.47,16836,6835
Lominn,669891,0.6,1326,6835
thanhbong124,669891,0.73,27011,6835
thuycjcjid,737296,0.72,28251,8581
NguyenGiang210598,738791,0.63,1579,8629
NguyenGiang210598,738791,0.65,1579,8629
phunguyen9889,738791,0.77,24375,8629
lov3.kun.96,738791,0.83,18246,8629
phunguyen9889,738791,0.85,24375,8629
NguyenGiang210598,738791,0.56,1579,8629
lethuylinh95,738791,0.84,17531,8629
lethiphuong1609,738791,0.52,17504,8629
lethuylinh95,738791,0.85,17531,8629
lidu142,791441,0.74,17638,9721
lov3.kun.96,791441,0.74,18246,9721
phunguyen9889,791441,0.6,24375,9721
CuongYeuNhung,645137,0.53,723,6052
Lominn,645137,0.79,1326,6052
vntrueloves,645137,0.66,31239,6052
lycaoquy_9xth,645137,0.81,18596,6052
phunguyen9889,769965,0.73,24375,9277
phunguyen9889,752786,0.83,24375,8926
habongxu,801951,0.97,12789,9849
habongxu,801951,0.95,12789,9849
Lominn,75740,0.86,1326,9012
phunguyen9889,293964,0.79,24375,4660
phunguyen9889,293964,0.77,24375,4660
Ranable,293964,0.84,1834,4660
nguynththuhng4562,293964,0.69,22319,4660
thuy.nguyen-thi,293964,0.73,28214,4660
maivitpau1506,293964,0.84,18919,4660
phunguyen9889,763365,0.61,24375,9129
phunguyen9889,763365,0.61,24375,9129
Huong3436,781757,0.81,1044,9552
phunguyen9889,781757,0.8,24375,9552
phunguyen9889,781757,0.73,24375,9552
lethuylinh95,781757,0.53,17531,9552
foodee_7zcojblp,687594,0.82,8421,7241
phunguyen9889,687594,0.77,24375,7241
thhong2624,687594,0.58,27573,7241
Lominn,687594,0.68,1326,7241
phunguyen9889,647200,0.78,24375,6104
Lominn,647200,0.87,1326,6104
lethuylinh95,701416,0.78,17531,7563
phunguyen9889,241709,0.77,24375,3351
hthanh209,241709,0.99,14670,3351
Lominn,218926,0.67,1326,2774
lethanhvuongvn,218926,0.65,17473,2774
phunguyen9889,754357,0.77,24375,8959
phamnhuquynhdongve,266225,0.42,23871,3948
Lominn,266225,0.64,1326,3948
Luni,266225,0.83,1339,3948
phamnghan,266225,0.7,23851,3948
vuthihuongdongve,266225,0.34,31535,3948
magami.matsuru,266225,0.54,18709,3948
maivitpau1506,266225,0.8,18919,3948
vuthihuongdongve,266225,0.19,31535,3948
TuananH055,698072,0.66,2210,7472
Lominn,35616,0.82,1326,5142
nngocminh777,314145,0.48,23069,4939
mai.tran0103,314145,0.8,18726,4939
phunguyen9889,763363,0.8,24375,9128
phunguyen9889,675487,0.69,24375,6960
Lominn,675487,0.66,1326,6960
foodee_c461a206,670511,0.28,9144,6842
phunguyen9889,670511,0.74,24375,6842
thuongzizizizi,670511,0.74,28118,6842
phunguyen9889,271312,0.78,24375,4075
tranhuyhssv,271312,0.98,29451,4075
Lominn,724634,0.75,1326,8265
phunguyen9889,851374,0.58,24375,9977
phunguyen9889,763593,0.77,24375,9138
lethuylinh95,689159,0.75,17531,7277
thaibinhqy,35052,0.48,26887,5128
tombe,35052,0.83,28899,5128
thuyngoc96,35052,0.63,28364,5128
longpx64,35052,0.55,18216,5128
letung149,35052,0.62,17560,5128
hcnavsuju,35052,0.66,13344,5128
maivitpau1506,311782,0.8,18919,4894
phunguyen9889,231338,0.77,24375,3055
kizloveyou,231338,0.23,16643,3055
thuy.duong22.pdp,231338,0.78,28208,3055
camletong,231338,0.81,4410,3055
phunguyen9889,707973,0.73,24375,7730
phunguyen9889,698339,0.74,24375,7481
ngalinhle,698339,0.84,20649,7481
phunguyen9889,713296,0.64,24375,7885
foodee_t3hccvv7,681437,0.86,11390,7096
nngocminh777,681437,0.64,23069,7096
lov3.kun.96,681437,0.83,18246,7096
phunguyen9889,681437,0.59,24375,7096
nga3007,681437,0.74,20631,7096
gacontapbay,681437,0.63,12366,7096
phunguyen9889,681437,0.76,24375,7096
nguyenthanhmai0605,681437,0.78,21944,7096
windyelnino,681437,0.73,31735,7096
foodee_t3hccvv7,758910,0.76,11390,9044
foodee_tebccwt7,758910,0.73,11421,9044
foodee_m1s1y8zp,758910,1.0,10553,9044
foodee_meetwrzs,758910,0.99,10602,9044
foodee_79jorasm,758910,0.98,8327,9044
lov3.kun.96,758910,0.74,18246,9044
phunguyen9889,758910,0.79,24375,9044
dpkhuyen.31122000,133807,0.6,6400,839
phunguyen9889,133807,0.78,24375,839
tatranminh12,133807,0.83,26784,839
tatranminh12,133807,1.0,26784,839
phunguyen9889,133807,0.76,24375,839
honghango,133807,0.89,14450,839
maivitpau1506,133807,0.72,18919,839
nguyenphuongthao0802,133807,0.71,21875,839
hngmai1240,133807,0.91,13738,839
